title,abrev
"quinquies in die, cinco vezes ao dia",q.s.i.d.
quanta,q.ta
quanto,q.to
"quantum vis, quanto queiras",q.v.
queira ver,q.v.
queira voltar,q.v.
"quod uide (quod vide), o qual se veja",q.v.
quilate(s),ql.
qualquer quantidade,qq.
"quae uide (quuae vide), os quais se vejam",qq.v.
quantidade (internetês),qtde.
qualificativo,qual.
qualificativo,qualif.
quantidade,quant.
"quantum sufficit, quanto baste",quant. suff.
quantitativo,quantit.
quarteirão,quart.
quartilho(s) (medida),quart.
questionário,quest.
quíchua,quí.
quíchua,quích.
química antiga,quím. ant.
química biológica,quím. biol.
química geral,quím. ger.
química industrial,quím. ind.
química orgânica,quím. org.
química,quím.
quimbundo,quimb.
quinzenal,quinz.
quinzenário,quinzen.
quiromancia,quir.
quiromancia,quirom.
ângulo reto,r
resistência,R
real (moeda),R$
"regina et imperatrix, rainha e imperatriz",R&I
"rex et imperator, rei e imperador",R&I
planta rara,R.
raiz,r.
raro,r.
"recipe, recebe, toma",R.
reflexo,r.
regência,r.
réis (moeda),r.
reprovado (classificação escolar),R.
réu (em linguagem forense),R.
"rex, regina, rei, rainha",R.
rua (toponimicamente),R.
rainha,R.ª
"recipe, recebe, toma",R.e
"requiescat in pace, descanse em paz",R.I.P.
Reichmarck (moeda),R.M.
reino,R.no
Reverendo Padre,R.P.
Reverendo Padre Mestre,R.P.M.
rotação por minuto,r.p.m.
rotação por segundo,r.p.s.
réis (moeda),r.s
recomendado a Santo Antônio,R.S.A.
"répondez, s’il vous plait, respondei, por favor",R.S.V.P.
rés-do-chão,r/c
rádio,Ra
racional,rac.
racismo,rac.
racionalismo,racion.
racionalismo,racional.
radial,rad.
radiano(s),rad.
radical,rad.
radicalismo,rad.
rádio,rád.
radiograma,rad.
"radix, raiz",rad.
radiano(s) por segundo,rad/s
radicalismo,radical.
radioatividade,radioat.
radiodifusão,radiod.
radiodifusão,radiodif.
radiograma,radiog.
radiografia,radiogr.
radiologia,radiol.
radiotécnica,radiot.
radioterapia,radiot.
radiotecnia,radiotec.
radiotécnica,radiotéc.
radiotécnica,radiotécn.
radioterapia,radioter.
"rallentando, ficando progressivamente mais vagaroso",rall.
rubídio,Rb
rublo(s) (moeda),rb
rádio (medida),Rd.
radiofoto(s),rdfot
radiolux (medida),rdlux
rênio,Re
realidade,real.
realismo,real.
realidade,realid.
receita,rec.
recurso,rec.º
recebido (comercialmente),rec.º
reciprocidade,recip.
recíproco,recíp.
recíproca,recípr.
recíproco,recípr.
redução popular,red. pop.
redução,red.
reduzido,red.
referência,ref.
referente,ref.
reformado,ref.
reformismo,ref.
referente,ref.te
refletido,refl.
reflexivo,refl.
reflexo,refl.
reformismo,reform.
regência,reg.
região,reg.
regimento,reg.
regional,reg.
registro,reg.
regular,reg.
registrado,reg.º
regulamento,reg.º
regimento,regim.
regionalismo,region.
regressivo,regress.
relatividade,rel.
relativo,rel.
relatório,rel.
religião,rel.
relação,relaç.
relatividade,relat.
relativo,relat.
relatório,relat.
relatividade,relativ.
religião,relig.
relojoaria,reloj.
remo,rem.
remetente,Rem.te
repartição,rep.
reprovado,rep.
república,rep.
repartição,repart.
repertório,repert.
reportagem,report.
república,repúb.
reserva (militarmente),res.
residência,res.
restrito,rest.
restritivamente,restr.
restritivo,restr.
restritivo,restrit.
resultado,result.
retórica,ret.
retórica,retór.
retrospectivo,retrosp.
reverendo,rev.
Reverendo,Rev.
revista,rev.
Reverência,Rev.a
Reverendo,Rev.do
Reverendíssimo,Rev.mo
Reverendo,Rev.o
reversível,revers.
registro,rg.
"rhodium, ródio",Rh
ribeira,rib.
ribeirão,rib.
ribeiro,rib.
"ritardando, retardando",rit.
radônio,Rn
rodésio,rod.
rodovia,rod.
rolandiano,rol.
românico,rom.
romano,rom.
romeno,rom.
romeno,romn.
roteiro,rot.
réis (moeda),rs
rutênio,Ru
rublo(s) (moeda),rub
rubrica,rub.
rumeno,rum.
rúpia(s) (moeda),rup
rural,rur.
ruralismo,rur.
ruralismo,rural.
russo,rus.
russo,russ.
rústico,rúst.
segundos(s) de tempo,s
sobre (depois da palavra cheque),s
sul,S
"sulphur, enxofre",S
estéreo,S.
Santa,S.
Santo,S.
São,S.
segundo,S.
segundo,s.
substantivo(s),s.
Sul,S.
substantivo de dois gêneros,s.2g.
substantivo de dois gêneros e dois números,s.2g.2n.
sociedade anônima,S.A.
Sua Alteza,S.A.
Sua Alteza Cristianíssima,S.A.C.
Sua Alteza Fidelíssima,S.A.F.
Sua Alteza Imperial,S.A.I.
Sua Alteza Real,S.A.R.
sociedade anônima de responsabilidade limitada,S.A.R.L.
Sua Alteza Sereníssima,S.A.S.
Santo Antônio te guie,S.A.t.g.
"Scientiae Baccalaureus, bacharel de ciência, bacharel em ciência",S.B.
sentidas condolências,S.C.
Sua Caridade,S.Carid.e
"Scientiae Doctor, doutor de ciência, doutor em ciência",S.D.
sem data,s.d.
"sine die, sem data marcada",s.d.
salvo erro,S.E.
Sudeste,S.E.
Sueste,S.E.
salvo erro ou omissão,S.E.O.
salvo erro ou omissão,s.e.o.
Sua Eminência,S.Em.
Suas Eminências,S.Em.as
Sua Excelência Reverendíssima,S.Ex.
Sua Excelência,S.Ex.
Suas Excelências Reverendíssimas,S.Ex.as Rev.mas
Suas Excelências,S.Ex.as
substantivo feminino,s.f.
substantivo feminino de dois números,s.f.2n.
se faz favor,s.f.f.
substantivo feminino e masculino,s.f.m.
substantivo feminino plural,s.f.pl.
Sua Graça,S.G.
Sua Grandeza,S.G.
Sua Honra,S.H.
"Scientiae Iuridicae Doctor, doutor de ciência jurídica, doutor em ciência jurídica",S.I.D.
"sexties in die, seis vezes ao dia",S.I.D.
Sua Ilustríssima,S.Il.ma
Suas Ilustríssimas,S.Il.mas
"Scientiae Juridicae Doctor, doutor de ciência jurídica, doutor em ciência jurídica",S.J.D.
"sine loco, sem lugar",s.l.
sem lugar nem data,s.l.n.d.
"suo loco, em seu lugar",s.loc.
"Scientiae Magister, mestre de ciência, mestre em ciência",S.M.
Sua Majestade,S.M.
substantivo masculino,s.m.
substantivo masculino de dois números,s.m.2n.
Sua Majestade Áulica,S.M.A.
Sua Majestade Fidelíssima,S.M.F.
substantivo masculino e feminino,s.m.f.
Sua Majestade Imperial,S.M.I.
salvo melhor juízo,S.M.J.
salvo melhor juízo,s.m.j.
substantivo masculino plural,s.m.pl.
"sine nomine, sem nome",s.n.
servo,s.o
Sudoeste,S.O.
"save our soul, save our ship, salve nossa alma, salve nosso navio, em apelo de socorro",S.O.S.
Sênior,S.or
Sóror,S.or
Santo Padre,S.P.
sentidos pêsames,S.P.
serviço público,S.P.
"sine prole, sem filhos",s.p.
Sua Paternidade,S.P.
substantivo próprio,s.p.
substantivo próprio locativo,s.p.loc.
substantivo próprio personativo,s.p.pers.
"Senatus Populusque Romanus, o Senado e o Povo Romano",S.P.Q.R.
senhor,s.r
"senior, mais velho",S.r
sem residência,S.R.
sem residência,s.r.
serviço da República,S.R.
senhores,S.res
senhores,S.res
senhores,S.res
Sua Reverência,S.Rev.a
Sua Reverendíssima,S.Rev.ma
Suas Reverendíssimas,S.Rev.mas
senhorita,S.rta
"steamer ship, barco a vapor",S.S.
Sua Santidade,S.S.
Sua Senhoria,S.S.
Sua Senhoria,S.S.a
Suas Altezas,S.S.A.A.
Suas Senhorias,S.S.as
Su-Sueste,S.S.E.
Su-Sudoeste,S.S.O.
Su-Sudoeste,S.S.W.
"Sacrae Theologiae Doctor, doutor de teologia sacra, doutor em teologia sacra",S.T.D.
"Sacrae Theologiae Licentiatus, licenciado de teologia sacra, licenciado em teologia sacra",S.T.L.
Santa,S.ta
Santa,S.ta
senhorita,S.ta
Santo,S.to
Santo,S.to
"sede vacante, na vacância da Sé",S.V.
sotavento,S.V.
"sub uoce (sub voce), sob a voz, sob o verbete",s.v.
"s’il vous plait, por favor",S.V.P.
"sub uocibus (sub vocibus), sob as vozes, sob os verbetes",s.vv.
Sudoeste,S.W.
sem,s/
"seu, sua, seus, suas",s/
seu aceite (comercialmente),s/a
sua carta (comercialmente),s/c
sua casa,S/C
sua casa (comercialmente),s/c
sua conta (comercialmente),s/c
sem data,s/d
seu favor,s/f
sem lugar nem data,s/l n/d
seu lançamento (comercialmente) e sem local,s/l
sobreloja,s/l
sua letra (comercialmente),s/l
sua ordem (comercialmente),s/o
sem residência,S/R
sem residência,s/r
saboaria,sab.
sacerdote,sac.
salina(s),sal.
salineira(s),sal.
salsicharia,sals.
sânscrito,sân.
sânscrito,sâns.
sânscrito,sânscr.
sapataria,sap.
sapataria,sapat.
Sargento,Sarg.
Sargento-Ajudante,Sarg.-Aj.
,Sarg.-Aj.te Sargento-Ajudante
sátira(s),sát.
"stilbium, antimônio",Sb
stilb(s) (candela por centímetro quadrado),Sb.
"scandium, escândio",Sc
"scilicet, a saber, quer dizer",sc.
"Scientiae Baccalaureus, bacharel de ciências, bacharel em ciências",Sc.B.
"Scientiae Doctor, doutor de ciência, doutor em ciência",Sc.D.
"Scientiae Iuridicae Doctor, doutor de ciência jurídica, doutor em ciência jurídica",Sc.I.D.
"Scientiae Juridicae Doctor, doutor de ciência jurídica, doutor em ciência jurídica",Sc.J.D.
"Scientiae Magister, mestre de ciência, mestre em ciência",Sc.M.
"sculpsit, esculpiu",sc.t
"Scientiae Theologicae Licentiatus, licenciado de ciência teológica, licenciado em ciência teológica",Sc.T.D.
"schilling(s), xelim ou xelins (moeda)",sch.
"sculpsit, esculpiu",scl.t
sânscrito,scr.
"scripsit, escreveu",scrps.t
"sculpsit, esculpiu",scul.
selênio,Se
Sudoeste,SE
Sueste,SE
secante,sec.
secretaria,sec.
secretário(a),sec.
"seculum (sæculum; secula, sæcula), século(s)",sec.
século,séc.
secretaria,secr.
secretário(a),secr.
séculos,sécs.
sectarismo,sect.
segundo(s),seg
segurança pública,seg. púb.
seguinte,seg.
segundo,seg.
seguro(s),seg.
seguro social,seg. soc.
seguintes,segg.
seguintes,segs.
seleção,sel.
semana(s),sem.
semântica,sem.
semelhante(s),sem.
semestre(s),sem.
seminário,sem.
semítico,sem.
semântica,semânt.
semicantão,semic.
seminário,semin.
semiologia,semiol.
semítico,semít.
semitismo,semit.
seno,sen.
sentença,sent.
sentido,sent.
separado,sep.
septentrional,septent.
"sequens (masculino, feminino ou neutro), seguinte",seq.
"sequentes (masculino ou feminino), sequentia (neutro), seguintes",seqq.
sérvio,sér.
servo-croata,ser.-cr.
sergipano,serg.
sericicultura,seric.
sericultura,seric.
sericicultura,sericic.
serralharia,serr.
serralheiro,serr.
serralharia,serralh.
serviço,serv.
serviço,sço.
serviço,sv.
sérvio,sérv.
setembro,set.
setentrional,set.
setembro,set.o
setentrional,setent.
"sforzando, imprimindo progressivamente mais intensidade",sf.
singular,sg.
"shilling(s), xelim ou xelins (moeda)",sh
"short ton(s), tonelada(s) curta(s) (medida)",sh.tn.
silício,Si
siamês,siam.
siberiano,sib.
siderurgia,sid.
siderotécnica,sider.
siderurgia,sider.
siderografia,siderogr.
siderotécnica,siderotéc.
"sigilografia, esfragística",sigil.
siginificação,sign.
"significa, que significa",sign.
significante,signif.
sílaba,síl.
silogismo,silog.
silvicultura,silv.
silvicultura,silvic.
simbólico,simb.
símbolo,símb.
simbologia,simb.
simbólica,simból.
simbolismo,simbol.
simbologia,simbol.
simplesmente,simpl.
"sinônimo geral, sinônimos gerais",sin. ger.
sinaleiro,sin.
sinônimo(s),sin.
singular,sing.
sinonímia,sinon.
sinônimo(s),sinôn.
sintaxe,sint.
síntese,sínt.
sintético,sint.
siríaco,sir.
sírio,sír.
sistema,sist.
sistemática,sist.
situado,sit.
samário,Sm
"stagnum, estanho",Sn
senhor,Snr.
senhora,Snr.a
Sudoeste,SO
sociedade,soc.
sociedade (comercialmente),Soc.
sociologia,soc.
socialismo,social.
sociologia,sociol.
sólido,sól.
sonoplastia,son.
sorologia,sor.
sóror,Sór.
"sostenuto, sustentado",sost.
soviético,sov.
soviético,soviét.
Sinal de perigo,SOS.
"species (singular), espécie",sp.
"species (plural), espécies",spp.
"square foot (feet), pé(s) quadrado(s)",sq.ft.
"square inch(es), polegada(s) quadrada(s)",sq.in.
"square mile(s), milha(s) quadrada(s)",sq.m.
"square rod(s), vara(s) quadrada(s)",sq.rd.
"square yard(s), jarda(s) quadrada(s)",sq.yd.
"strontium, estrôncio",Sr
senhor,Sr.
"senior, o mais velho",Sr.
senhora,Sr.a
senhoras,Sr.as
senhores,Sr.es
senhores,sr.es
senhorita,Sr.ta
senhores,Sres.
servidão (toponimicamente),Srv.
Santíssimo(a),SS.
Santos,SS.
seguintes,ss.
Suas Altezas Cristianíssimas,SS.AA.CC.
Suas Altezas Fidelíssimas,SS.AA.FF.
Suas Altezas Imperiais,SS.AA.II.
Suas Altezas Reais,SS.AA.RR.
Suas Altezas Sereníssimas,SS.AA.SS.
,SS.Ex.as Rev.mas Suas Excelências Reverendíssimas
,SS.Ex.as Suas Excelências
Suas Graças,SS.GG.
Suas Grandezas,SS.GG.
Suas Honras,SS.HH.
,SS.Il.mas Suas Ilustríssimas
Suas Majestades,SS.MM.
Suas Majestades Áulicas,SS.MM.AA.
Suas Majestades Fidelíssimas,SS.MM.FF.
Suas Majestades Imperiais,SS.MM.II.
Suas Paternidades,SS.PP.
Suas Reverências,SS.Rev.as
Suas Reverendíssimas,SS.Rev.mas
Suas Senhorias,SS.S.as
Suas Santidades,SS.SS.
Suas Senhorias,SS.SS.
Su-Sueste,SSE
Su-Sudoeste,SSO
Su-Sudoeste,SSW
estéreo(s),st
"staccato, destacado, com parada súbita",stac.
estrato-cúmulo,St-Cu
"sthenos, esteno",sth
Santo,Sto
Santo,Sto.
subjuntivo,sub.
subúrbio,sub.
subafluente,subafl.
subafluentes,subafls.
subdiácono,Subdiác.
subjuntivo,subj.
subjuntivo,subjunt.
subordinativa,subord.
"substantivamente, de modo substantivado",subst.
substantivo,subst.
subvariante,subvar.
sucessor(es) (comercialmente),Suc.
sucursal,suc.
sueco,sue.
sueco,suec.
sufixo nominal,suf. nom.
sufixal,suf.
sufixo,suf.
sufixo verbal,suf. verb.
sulista,sul.
sul-africano,sul-af.
sul-africano,sul-afr.
sul-americano,sul-amer.
superfície,sup.
superior,sup.
superlativo,sup.
supino,sup.
"supra, acima",sup.
suplicante,sup.e
superioridade,super.
superfície,superf.
superlativo absoluto sintético,superl. abs. sint.
superlativo,superl.
suplemento,supl.
superfície,suprf.
superlativo,suprl.
superstição,suprs.
surrealismo,surr.
surrealismo,surreal.
sotavento,SV
Sudoeste,SW
sinal para o farmacêutico transcrever para o rótulo a forma como se deve administrar o remédio,T
tonelada(s),t
tonelada(s)-força,t
tonelada(s)-força,t*
tonelada(s)-força por metro cúbico,t*/m³
tara,T.
teatro,Tea.
tempo,T.
termo,T.
termo(s),t.
tomo(s),t.
travessa (toponimicamente),T.
transitivo circunstancial,t.c.
e circ. — transitivo direto e circunstancial,t.d.
e i. — transitivo direto e indireto,t.d.
transitivo direto,t.d.
sign. — termo geográfico que significa,t.geogr.
transitivo indireto,t.i.
"ter in die, três vezes ao dia",t.i.d.
tuberculose pulmonar,T.P.
tensão pré-menstrual,T.P.M.
telefonia sem fios,T.S.F.
telegrafia sem fios,T.S.F.
tenente-coronel,T.te C.el
tenente-coronel,t.te c.el
tenente,T.te
tenente,t.te
tenente-coronel,T.te-C.el
tenente-coronel,t.te-c.el
tonelada por metro cúbico,t/m³
tonelada(s) por metro cúbico,t/m³
tantálio,Ta
"fumos, tabacaria",tab.
tabela,tab.
táboa,táb.
taino,tai.
taíno,taí.
tailandês,tail.
tamul,tam.
tâmul,tâm.
tanoaria,tan.
tangente,tang.
tanoaria,tanoar.
taquigrafia,taquigr.
tática,tát.
tauromaquia,taur.
tauromaquia,taurom.
taxidermia,taxid.
térbio,Também
também,também.
tcnécio,Tc
teclar,tc
telúrio,Te
teatro,teat.
teatro,teatr.
tecelagem,tec.
tecidos,tec.
técnica,téc.
tecnologia,tec.
tecnologia,tecna.
tecnólogo,tecgo.
tecelagem,tecel.
técnica,técn.
tecnologia,tecn.
tecnografia,tecnog.
tecnografia,tecnogr.
tecnologia,tecnol.
tectônico,tect.
telefone,tel.
telefonia,tel.
telegrafista,tel.
telegrama,tel.
telefone,tele.
telecomunicações,telec.
telecomunicações,telecom.
telefone,telef.
telefonia,telef.
fios telefonia sem fios,telef.s.
telégrafos,teleg.
telegrafia,telegr.
telégrafo,telégr.
telemetria,telem.
televisão,telev.
temperatura,temp.
"tempore, no tempo",temp.
temperatura,temper.
Tenente,Ten.
tenente,ten.
tenente-coronel,Ten.-Cel.
tenente-coronel,ten.-cel.
teologia,teol.
teônimo,teôn.
teorema,teor.
teosofia,teos.
,tep - tonelada equivalente de petróleo
teratologia,ter.
terapêutica,terap.
terapia,terap.
terapêutica,terapêut.
teratologia,terat.
teratologia,teratol.
térmico,térm.
terminação,term.
terminologia,term.
terminologia,termin.
terminologia,terminol.
termodinâmica,termod.
termodinâmica,termodinâm.
termometria,termom.
território,terr.
território,territ.
tesoureiro,tes.
testemunha,test.
testamento,test.o
"têxtil, têxteis",têxt.
tonelada(s)-força (medida),tf
termia,th
"thorium, tório",Th
titânio,Ti
tibetano,tib.
tibetano,tibet.
tintura,tint.
tinturaria,tint.
tipografia,tip.
tipografia,tipogr.
tipologia,tipol.
tiragem,tir.
título,tít.
tálio,Tl
"thulium, túlio",Tm
tonel ou tonéis,ton.
tônico,tôn.
tópico,tóp.
topônimo(s),top.
topônimo feminino,top.f.
topônimo feminino plural,top.f.pl.
topônimo masculino,top.m.
topônimo masculino e feminino,top.m.f.
topônimo masculino plural,top.m.pl.
topografia,topog.
topografia,topogr.
topologia,topol.
toponímia,topon.
topônimo,topôn.
torpedeiro,torp.
toscano,tosc.
toxicologia,tox.
toxiologia,toxiol.
transitivo,tr.
trabalho,trab.
trabalhismo,trabalh.
tradução brasileira,trad. bras.
tradução,trad.
traduzido,trad.
tradicional,tradic.
tradicionalismo,tradic.
tráfego,tráf.
transitivamente,trans.
transitivo,trans.
transitivo,transit.
transjordano,transj.
"transmontanismo, termo de Trás-os-Montes",transm.
transmontano,transm.
transmontano,transmont.
transobjetivo,transobj.
transportes,transp.
tratado,trat.
tratamento,trat.
travessa (toponimicamente),Trav.
"tremolo, com tremor, trêmulo",trem.
tribunal,trib.
tributário,trib.
tributos,trib.
trigonometria,trig.
trigonometria,trigon.
trimestral,trim.
trimestre(s),trim.
trimestral,trimest.
triticultura,trit.
trivial,triv.
tropical,trop.
tomos,tt
termos,TT.
túlio,Tu
tunisino,tun.
tunisiano,tunis.
tunisino,tunis.
tupi,tup.
tupi-guarani,tupi-guar.
turismo,tur.
turco,turc.
turismo,turism.
televisão,tv.
urânio,U
usos e costumes,u. e c.
uso externo,u.e.
"ubi infra, lugar abaixo mencionado",u.i.
uso interno,u.i.
"ubi infra, lugar abaixo mencionado",u.inf.
"ubi supra, lugar acima mencionado",u.s.
"ubi supra, lugar acima mencionado",u.sup.
ucraíno,ucr.
ucraíno,ucraín.
ucraniano,ucran.
"último (mense), no mês passado",ult.
umbanda,umb.
unidade,un.
uniforme,un.
uniforme,unif.
universal,univ.
universidade,univ.
universidade,univers.
urbanismo,urb.
urbanista,urb.
urbano,urb.
urbanista,urban.
urologia,urol.
uruguaio,urug.
usado(s),us.
usa-se,us.
usualmente,usual.
utilidade,útil.
utilitarismo,útil.
utilidade,utilid.
utilitarismo,utilit.
utopismo,utop.
utópico,utópi.
vanádio,V
vara(s) (medida),v
vela(s) internacional,v
volt internacional,V
volt(s),v
volt(s),V
"uide (vide) supra, vê, veja acima",v. sup.
"uersus (versus), contra",v.
"uersus (versus), verso (de poemas)",v.
uide (vide),V.
uide (vide),v.
uidete (videte),V.
uidete (videte),v.
vapor,v.
vê,V.
vê,v.
vede,V.
vede,v.
veja,V.
veja,v.
vejam,V.
vejam,v.
veja-se,V.
veja-se,v.
velocidade,V.
ver,v.
verbal,v.
verbo(s),v.
verso,v.
vila,V.
vila,v.
viola,V.
Virgem</a>,V.
"visto(s), vista(s)",V.
você,V.
você,v.
vila,V.a
viúva,V.a
Vossa Alteza,V.A.
vice-almirante,V.-Alm.
vice-almirante,v.-alm.
Vossa Caridade,V.Carid.e
visconde,V.de
viscondessa,V.dessa
Vossas Eminências,V.E.mas
Vossa Eminência,V.E.ma
Vossa Excelência Reverendíssima,V.Ex.a Rev.ma
Vossa Excelência,V.Ex.a
Vossas Excelências Reverendíssimas,V.Ex.as Rev.mas
Vossas Excelências,V.Ex.as
Vossa Excelentíssima,V.Ex.ma
"uerbi (verbi) gratia, por amor da palavra, por exemplo",v.g.
Vossa Graça,V.G.
Vossa Grandeza,V.G.
Vossa Honra,V.H.
vela internacional,v.i.
vela por centímetro quadrado,v.i./cm²
Vossa Ilustríssima,V.Il.ma
"varia (uaria) lectio, lição vária",v.l.
Vossa Majestade,V.M.
Vossas Mercês,V.M.as
Vossa Mercê,V.M.ce
Vossa Magnificência,V.Mag.a
verso (lado posterior),v.o
"verso, face par de um fólio",v.o
venerador,v.or
Vossa Paternidade,V.P.
Vossa Reverência,V.Rev.a
Vossas Reverências,V.Rev.as
Vossa Reverendíssima,V.Rev.ma
Vossas Reverendíssimas,V.Rev.mas
"uide (vide) supra, vê acima",v.s.
Vossa Santidade,V.S.
Vossa Senhoria,V.S.
Vossa Senhoria Ilustríssima,V.S.a Il.ma
Vossa Senhoria,V.S.a
Vossas Senhorias Ilustríssimas,V.S.as Il.mas
Vossas Senhorias,V.S.as
"volte, se faz favor",v.s.f.f.
Vossa Senhoria Ilustríssima,V.S.Ilma
valha sem selo,V.S.S.
"vosso(s), vossa(s) (comercialmente)",v/
vossa conta (comercialmente),v/c
vossa ordem (comercialmente),v/o
"volt-ampere, volt-ampère",VA
valor agregado,va
viola (cf. vla.),va.
vademeco,vad.
vademeco,vadm.
valão,val.
variante prosódica,var. pros.
variação,var.
variante(s),var.
variedade,var.
vasconço,vasc.
"verbo</a> (no <a href=""/wiki/Voc%C3%A1bulo"" class=""mw-redirect"" title=""Vocábulo"">vocábulo)",vb.
você,vc
violoncelo (cf. vlc.),vc.
"video comette recorder, gravador de videocassete",VCD
vegetais inferiores (salvo congumelos),veg. inf.
vegetal,veg.
velocidade,vel.
velocipedia,veloc.
venatório,ven.
,ven.or venerador
venatório,venat.
veneziano,venez.
venezuelano,venez.
venezuelano,venezuel.
verbal,verb.
verbete,verb.
verbo,verb.
verbalismo,verbal.
vernaculismo,vern.
vernáculo,vern.
verossimilhança,veros.
verossimilhança,veross.
versificação,vers.
versificação,versif.
veterinária,vet.
veterinário,vet.
veterinária,veter.
"very high frequency, frequência muito alta",
"video home system, sistema doméstico de vídeo",
virgínio,Vi
"uide (vide), vê",vid.
"uidete (videte), vede",vid.
"vide (veja), vê",Vid.
"vide (veja), vê",vid.
"vidraria, fábrica de vidros",vidr.
Vigário,Vig.
vigário,vig.
vigário,Vig.o
vigário,vig.o
vinicultura,vin.
vinificação,vin.
vinicultura,vinic.
violino (cf. vn.),viol.
"very important person, pessoa muito importante",VIP
viticultura,vit.
viticultura,vitic.
vitral,vitr.
"uidelicet (videlicet), convém ver, veja-se",viz.
"uidelicet (videlicet), nomeadamente (introduzindo enumeração finita de itens)",viz.
violino (cf. vn.),vl.
viola (cf. va.),vla.
"violoncello, violoncelo",vlc.
violino (cf. vn.),vln.
"vosmecê, vossemecê",vm.ce
"vosmecês, vossemecês",vm.ces
"violino (cf. viol., vl., vln.)",vn.
"verso, face par de um fólio",vo.
"uoce (voce) populi, na voz do povo",voc. pop.
vocabulário,voc.
vocábulo,voc.
vocalismo,voc.
vocativo,voc.
vogal,vog.
esp. — volume específico,vol.
"uolumen (volumen), volume",vol.
volume,vol.
volataria,volat.
"uolumina (volumina), volumes",voll.
volumes,vols.
"uox (vox) populi, a voz do povo",vox. pop.
"uersus (versus), contra",vs.
vulcânico,vulc.
vulgar,vulg.
vulgarmente,vulg.
Vossas Senhorias Ilustríssimas,VV. S.as Il.mas
"uersi (versi), versos (de poemas)",vv.
Vossas Altezas,VV.AA.
Vossas Caridades,VV.Carid.es
Vossas Excelências,VV.Ex.as
Vossas Excelentíssimas,VV.Ex.mas
Vossas Graças,VV.GG.
Vossas Honras,VV.HH.
Vossas Ilustríssimas,VV.Il.mas
"uariae (variae) lectiones, lições várias",VV.LL.
Vossas Mercês,VV.M.ces
Vossas Magnificências,VV.Mag.as
Vossas Majestades,VV.MM.
Vossas Paternidades,VV.PP.
Vossas Reverências,VV.Rev.as
Vossas Reverendíssimas,VV.Rev.mas
Vossas Senhorias,VV.S.as
Vossas Senhorias,VV.SS.
Vossas Senhorias Ilustríssimas,VV.SS.Il.mas
Oeste,W
watt,w
watt internacional,W
"Wolfram, volfrâmio</a> <a href=""/wiki/Tungst%C3%AAnio"" title=""Tungstênio"">tungstênio",W
Oeste,W.
"water-closet, toalete",W.C.
Oés-Noroeste,W.N.W
watt(s)-hora,Wh
watt-hora,wh
watt-hora internacional,Wh
Oés-Noroeste,WNW
World of Warcraft,WOW
watt(s)-segundo,Ws
watt-segundo,ws
watt-segundo internacional,Ws
Oés-Sudoeste,WSW
Oés-Sudoeste,WSW
"world wide web, rede de extensão mundial",WWW
incógnita (em matemática),x
abreviatura com que se encobre um nome,X.
"indicação de autor</a> <a href=""/wiki/An%C3%B4nimo"" class=""mw-redirect"" title=""Anônimo"">anônimo",X.
"Cristo; especial, sofisticado; genérico",
abreviatura com que se encobre um nome,X.Y.Z.
xênio,Xe
xenônio,Xe
xenofobia,xenof.
xerografia,xerog.
xerografia,xerogr.
xilogravura,xilog.
— xintoísta,xin.
segunda incógnita (em matemática),y
"yttrium, ítrio",Y
"ytterbium, itérbio",Yb
"yard(s), jarda(s)",yd
"yard(s) per second, jarda(s) por segundo",yd.p.sec.
yu yu hakusho (Anime),yyh
terceira incógnita (em matemática),z
abreviatura com que se encobre um nome,Z.
zenda,zend.
zende,zend.
zinco,Zn
zoologia,zo.
zoológico,zoo.
zoologia,zool.
zootecnia,zoot.
zootecnia,zootec.
zootécnica,zootéc.
zircônio,Zr
